	Code	Occupation_x	Job Family	Career Cluster	Career Pathway	Occupation_y	fullCode	SCode	word_tokens	Title	summary	sampleTitles	summary_tokens	sampleT_tokens
25	17-1021	Cartographers and Photogrammetrists  	Architecture and Engineering	Science, Technology, Engineering & Mathematics	Science and Mathematics	Cartographers and Photogrammetrists	17-1021.00	.00	['Cartographers', 'and', 'Photogrammetrists']	Cartographers and Photogrammetrists	Collect, analyze, and interpret geographic information provided by geodetic surveys, aerial photographs, and satellite data. Research, study, and prepare maps and other spatial data in digital or graphic form for legal, social, political, educational, and design purposes. May work with Geographic Information Systems (GIS). May design and evaluate algorithms, data structures, and user interfaces for GIS and mapping systems.	Cartographer, Compiler, Digital Cartographer, Geographic Information Systems Specialist (GIS Specialist), GIS Analyst (Geographic Information Systems Analyst), Photogrammetric Technician, Photogrammetrist, Production Manager, Stereo Compiler, Stereoplotter Operator	['Collect', 'analyze', 'and', 'interpret', 'geographic', 'information', 'provided', 'by', 'geodetic', 'surveys', 'aerial', 'photographs', 'and', 'satellite', 'data', 'Research', 'study', 'and', 'prepare', 'maps', 'and', 'other', 'spatial', 'data', 'in', 'digital', 'or', 'graphic', 'form', 'for', 'legal', 'social', 'political', 'educational', 'and', 'design', 'purposes', 'May', 'work', 'with', 'Geographic', 'Information', 'Systems', 'GIS', 'May', 'design', 'and', 'evaluate', 'algorithms', 'data', 'structures', 'and', 'user', 'interfaces', 'for', 'GIS', 'and', 'mapping', 'systems']	['Cartographer', 'Compiler', 'Digital', 'Cartographer', 'Geographic', 'Information', 'Systems', 'Specialist', 'GIS', 'Specialist', 'GIS', 'Analyst', 'Geographic', 'Information', 'Systems', 'Analyst', 'Photogrammetric', 'Technician', 'Photogrammetrist', 'Production', 'Manager', 'Stereo', 'Compiler', 'Stereoplotter', 'Operator']
26	17-2041	Chemical Engineers  	Architecture and Engineering	Science, Technology, Engineering & Mathematics	Engineering and Technology	Chemical Engineers	17-2041.00	.00	['Chemical', 'Engineers']	Chemical Engineers	Design chemical plant equipment and devise processes for manufacturing chemicals and products, such as gasoline, synthetic rubber, plastics, detergents, cement, paper, and pulp, by applying principles and technology of chemistry, physics, and engineering.	Chemical Engineer, Development Engineer, Engineer, Engineering Scientist, Process Control Engineer, Process Development Engineer, Process Engineer, Project Engineer, Refinery Process Engineer, Scientist	['Design', 'chemical', 'plant', 'equipment', 'and', 'devise', 'processes', 'for', 'manufacturing', 'chemicals', 'and', 'products', 'such', 'as', 'gasoline', 'synthetic', 'rubber', 'plastics', 'detergents', 'cement', 'paper', 'and', 'pulp', 'by', 'applying', 'principles', 'and', 'technology', 'of', 'chemistry', 'physics', 'and', 'engineering']	['Chemical', 'Engineer', 'Development', 'Engineer', 'Engineer', 'Engineering', 'Scientist', 'Process', 'Control', 'Engineer', 'Process', 'Development', 'Engineer', 'Process', 'Engineer', 'Project', 'Engineer', 'Refinery', 'Process', 'Engineer', 'Scientist']
27	17-3022	Civil Engineering Technicians	Architecture and Engineering	Architecture & Construction	Design/Pre-Construction	Civil Engineering Technicians	17-3022.00	.00	['Civil', 'Engineering', 'Technicians']	Civil Engineering Technicians	Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.	Civil Designer, Civil Engineering Assistant, Civil Engineering Designer, Civil Engineering Technician, Construction Analyst, Design Technician, Engineering Assistant, Engineering Specialist, Engineering Technician, Transportation Engineering Technician	['Apply', 'theory', 'and', 'principles', 'of', 'civil', 'engineering', 'in', 'planning', 'designing', 'and', 'overseeing', 'construction', 'and', 'maintenance', 'of', 'structures', 'and', 'facilities', 'under', 'the', 'direction', 'of', 'engineering', 'staff', 'or', 'physical', 'scientists']	['Civil', 'Designer', 'Civil', 'Engineering', 'Assistant', 'Civil', 'Engineering', 'Designer', 'Civil', 'Engineering', 'Technician', 'Construction', 'Analyst', 'Design', 'Technician', 'Engineering', 'Assistant', 'Engineering', 'Specialist', 'Engineering', 'Technician', 'Transportation', 'Engineering', 'Technician']
28	17-2051	Civil Engineers    	Architecture and Engineering	Architecture & Construction	Design/Pre-Construction	Civil Engineers	17-2051.00	.00	['Civil', 'Engineers']	Civil Engineers	Perform engineering duties in planning, designing, and overseeing construction and maintenance of building structures, and facilities, such as roads, railroads, airports, bridges, harbors, channels, dams, irrigation projects, pipelines, power plants, and water and sewage systems.	Bridge/Structure Inspection Team Leader, City Engineer, Civil Engineer, Civil Engineering Manager, County Engineer, Design Engineer, Project Engineer, Railroad Design Consultant, Structural Engineer, Traffic Engineer	['Perform', 'engineering', 'duties', 'in', 'planning', 'designing', 'and', 'overseeing', 'construction', 'and', 'maintenance', 'of', 'building', 'structures', 'and', 'facilities', 'such', 'as', 'roads', 'railroads', 'airports', 'bridges', 'harbors', 'channels', 'dams', 'irrigation', 'projects', 'pipelines', 'power', 'plants', 'and', 'water', 'and', 'sewage', 'systems']	['Bridge', 'Structure', 'Inspection', 'Team', 'Leader', 'City', 'Engineer', 'Civil', 'Engineer', 'Civil', 'Engineering', 'Manager', 'County', 'Engineer', 'Design', 'Engineer', 'Project', 'Engineer', 'Railroad', 'Design', 'Consultant', 'Structural', 'Engineer', 'Traffic', 'Engineer']
29	17-2051	Transportation Engineers    	Architecture and Engineering	Architecture & Construction	Design/Pre-Construction	Transportation Engineers	17-2051.01	.01	['Transportation', 'Engineers']	Civil Engineers	Develop plans for surface transportation projects, according to established engineering standards and state or federal construction policy. Prepare designs, specifications, or estimates for transportation facilities. Plan modifications of existing streets, highways, or freeways to improve traffic flow.	Project Manager, Traffic Operations Engineer, Transportation Engineer	['Develop', 'plans', 'for', 'surface', 'transportation', 'projects', 'according', 'to', 'established', 'engineering', 'standards', 'and', 'state', 'or', 'federal', 'construction', 'policy', 'Prepare', 'designs', 'specifications', 'or', 'estimates', 'for', 'transportation', 'facilities', 'Plan', 'modifications', 'of', 'existing', 'streets', 'highways', 'or', 'freeways', 'to', 'improve', 'traffic', 'flow']	['Project', 'Manager', 'Traffic', 'Operations', 'Engineer', 'Transportation', 'Engineer']
30	17-2061	Computer Hardware Engineers	Architecture and Engineering	Science, Technology, Engineering & Mathematics	Engineering and Technology	Computer Hardware Engineers	17-2061.00	.00	['Computer', 'Hardware', 'Engineers']	Computer Hardware Engineers	Research, design, develop, or test computer or computer-related equipment for commercial, industrial, military, or scientific use. May supervise the manufacturing and installation of computer or computer-related equipment and components.	Design Engineer, Engineer, Field Service Engineer, Hardware Design Engineer, Hardware Engineer, Network Engineer, Project Engineer, Senior Hardware Engineer, Systems Engineer, Systems Integration Engineer	['Research', 'design', 'develop', 'or', 'test', 'computer', 'or', 'computer', 'related', 'equipment', 'for', 'commercial', 'industrial', 'military', 'or', 'scientific', 'use', 'May', 'supervise', 'the', 'manufacturing', 'and', 'installation', 'of', 'computer', 'or', 'computer', 'related', 'equipment', 'and', 'components']	['Design', 'Engineer', 'Engineer', 'Field', 'Service', 'Engineer', 'Hardware', 'Design', 'Engineer', 'Hardware', 'Engineer', 'Network', 'Engineer', 'Project', 'Engineer', 'Senior', 'Hardware', 'Engineer', 'Systems', 'Engineer', 'Systems', 'Integration', 'Engineer']
31	17-3019	Drafters, All Other	Architecture and Engineering	Manufacturing	Manufacturing Production Process Development	Drafters, All Other	17-3019.00	.00	['Drafters', 'All', 'Other']	Drafters, All Other	All drafters not listed separately.	cupations with a wide range of characteristics which do not fit into one of the detailed O*NET-SOC occupations. O*NET data is not available for this type of title.	['All', 'drafters', 'not', 'listed', 'separately']	['cupations', 'with', 'a', 'wide', 'range', 'of', 'characteristics', 'which', 'do', 'not', 'fit', 'into', 'one', 'of', 'the', 'detailed', 'O', 'NET', 'SOC', 'occupations', 'O', 'NET', 'data', 'is', 'not', 'available', 'for', 'this', 'type', 'of', 'title']
32	17-3023	Electrical and Electronic Engineering Technicians	Architecture and Engineering	Manufacturing	Manufacturing Production Process Development	Electrical and Electronic Engineering Technicians	17-3023.00	.00	['Electrical', 'and', 'Electronic', 'Engineering', 'Technicians']	Electrical and Electronics Engineering Technicians	Apply electrical and electronic theory and related knowledge, usually under the direction of engineering staff, to design, build, repair, calibrate, and modify electrical components, circuitry, controls, and machinery for subsequent evaluation and use by engineering staff in making engineering design decisions.	f more specific occupations. For additional information, please select one of the specific occupations below.	['Apply', 'electrical', 'and', 'electronic', 'theory', 'and', 'related', 'knowledge', 'usually', 'under', 'the', 'direction', 'of', 'engineering', 'staff', 'to', 'design', 'build', 'repair', 'calibrate', 'and', 'modify', 'electrical', 'components', 'circuitry', 'controls', 'and', 'machinery', 'for', 'subsequent', 'evaluation', 'and', 'use', 'by', 'engineering', 'staff', 'in', 'making', 'engineering', 'design', 'decisions']	['f', 'more', 'specific', 'occupations', 'For', 'additional', 'information', 'please', 'select', 'one', 'of', 'the', 'specific', 'occupations', 'below']
33	17-3023	Electrical Engineering Technicians  	Architecture and Engineering	Manufacturing	Manufacturing Production Process Development	Electrical Engineering Technicians	17-3023.03	.03	['Electrical', 'Engineering', 'Technicians']	Electrical and Electronics Engineering Technicians	Test or modify developmental or operational electrical machinery or electrical control equipment and circuitry in industrial or commercial plants or laboratories. Usually work under direction of engineers or technologists.	Electrical Engineering Technician, Electrical Technician, Engineering Assistant, Engineering Technician, Generation Technician, Instrument and Controls Technician (I & C Technician), Relay Tester, Results Technician, Test Specialist, Test Technician	['Test', 'or', 'modify', 'developmental', 'or', 'operational', 'electrical', 'machinery', 'or', 'electrical', 'control', 'equipment', 'and', 'circuitry', 'in', 'industrial', 'or', 'commercial', 'plants', 'or', 'laboratories', 'Usually', 'work', 'under', 'direction', 'of', 'engineers', 'or', 'technologists']	['Electrical', 'Engineering', 'Technician', 'Electrical', 'Technician', 'Engineering', 'Assistant', 'Engineering', 'Technician', 'Generation', 'Technician', 'Instrument', 'and', 'Controls', 'Technician', 'I', 'C', 'Technician', 'Relay', 'Tester', 'Results', 'Technician', 'Test', 'Specialist', 'Test', 'Technician']
34	17-3023	Electronics Engineering Technicians  	Architecture and Engineering	Manufacturing	Manufacturing Production Process Development	Electronics Engineering Technicians	17-3023.01	.01	['Electronics', 'Engineering', 'Technicians']	Electrical and Electronics Engineering Technicians	Lay out, build, test, troubleshoot, repair, and modify developmental and production electronic components, parts, equipment, and systems, such as computer equipment, missile control instrumentation, electron tubes, test equipment, and machine tool numerical controls, applying principles and theories of electronics, electrical circuitry, engineering mathematics, electronic and electrical testing, and physics. Usually work under direction of engineering staff.	Digital Tech (Digital Technician), Electrical Technician, Electronics Engineering Technician, Electronics Technician, Engineering Technician (Engineering Tech), Failure Analysis Technician (FA Technician), Refurbish Technician (Refurb Tech), Senior Electronics Technician, Technician, Test Technician	['Lay', 'out', 'build', 'test', 'troubleshoot', 'repair', 'and', 'modify', 'developmental', 'and', 'production', 'electronic', 'components', 'parts', 'equipment', 'and', 'systems', 'such', 'as', 'computer', 'equipment', 'missile', 'control', 'instrumentation', 'electron', 'tubes', 'test', 'equipment', 'and', 'machine', 'tool', 'numerical', 'controls', 'applying', 'principles', 'and', 'theories', 'of', 'electronics', 'electrical', 'circuitry', 'engineering', 'mathematics', 'electronic', 'and', 'electrical', 'testing', 'and', 'physics', 'Usually', 'work', 'under', 'direction', 'of', 'engineering', 'staff']	['Digital', 'Tech', 'Digital', 'Technician', 'Electrical', 'Technician', 'Electronics', 'Engineering', 'Technician', 'Electronics', 'Technician', 'Engineering', 'Technician', 'Engineering', 'Tech', 'Failure', 'Analysis', 'Technician', 'FA', 'Technician', 'Refurbish', 'Technician', 'Refurb', 'Tech', 'Senior', 'Electronics', 'Technician', 'Technician', 'Test', 'Technician']
35	17-3012	Electrical and Electronics Drafters	Architecture and Engineering	Manufacturing	Manufacturing Production Process Development	Electrical and Electronics Drafters	17-3012.00	.00	['Electrical', 'and', 'Electronics', 'Drafters']	Electrical and Electronics Drafters	Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.	f more specific occupations. For additional information, please select one of the specific occupations below.	['Prepare', 'wiring', 'diagrams', 'circuit', 'board', 'assembly', 'diagrams', 'and', 'layout', 'drawings', 'used', 'for', 'the', 'manufacture', 'installation', 'or', 'repair', 'of', 'electrical', 'equipment']	['f', 'more', 'specific', 'occupations', 'For', 'additional', 'information', 'please', 'select', 'one', 'of', 'the', 'specific', 'occupations', 'below']
36	17-3012	Electrical Drafters	Architecture and Engineering	Manufacturing	Manufacturing Production Process Development	Electrical Drafters	17-3012.02	.02	['Electrical', 'Drafters']	Electrical and Electronics Drafters	Develop specifications and instructions for installation of voltage transformers, overhead or underground cables, and related electrical equipment used to conduct electrical energy from transmission lines or high-voltage distribution lines to consumers.	Associate Drafter, CAD Operator (Computer Aided Design Operator), CAD Technician (Computer Aided Drafting Technician), Drafter, Electrical Designer, Electrical Drafter, Engineering Agent, Engineering Associate, Line Staker, Staking Engineer	['Develop', 'specifications', 'and', 'instructions', 'for', 'installation', 'of', 'voltage', 'transformers', 'overhead', 'or', 'underground', 'cables', 'and', 'related', 'electrical', 'equipment', 'used', 'to', 'conduct', 'electrical', 'energy', 'from', 'transmission', 'lines', 'or', 'high', 'voltage', 'distribution', 'lines', 'to', 'consumers']	['Associate', 'Drafter', 'CAD', 'Operator', 'Computer', 'Aided', 'Design', 'Operator', 'CAD', 'Technician', 'Computer', 'Aided', 'Drafting', 'Technician', 'Drafter', 'Electrical', 'Designer', 'Electrical', 'Drafter', 'Engineering', 'Agent', 'Engineering', 'Associate', 'Line', 'Staker', 'Staking', 'Engineer']
